Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_122_322,VGND,li1,154.5600,342.7200,0.000191
FILLER_122_309,VGND,li1,148.1200,342.7200,0.000216
FILLER_122_299,VGND,li1,143.2900,342.7200,0.000227
FILLER_122_274,VGND,li1,131.7900,342.7200,0.000259
FILLER_122_268,VGND,li1,130.1800,342.7200,0.000259
FILLER_122_259,VGND,li1,124.8900,342.7200,0.000268
FILLER_122_253,VGND,li1,123.2800,342.7200,0.000273
FILLER_122_243,VGND,li1,117.5300,342.7200,0.000278
FILLER_122_218,VGND,li1,106.2600,342.7200,0.000288
FILLER_122_201,VGND,li1,98.2100,342.7200,0.000288
FILLER_122_197,VGND,li1,97.0600,342.7200,0.000288
FILLER_122_194,VGND,li1,95.2200,342.7200,0.000286
FILLER_122_120,VGND,li1,61.6400,342.7200,0.000222
FILLER_122_85,VGND,li1,45.0800,342.7200,0.000160
FILLER_122_81,VGND,li1,43.4700,342.7200,0.000160
FILLER_122_73,VGND,li1,40.9400,342.7200,0.000148
FILLER_122_27,VGND,li1,18.1700,342.7200,0.000081
FILLER_122_3,VGND,li1,7.3600,342.7200,0.000088
FILLER_121_1083,VGND,li1,503.9300,342.7200,0.000105
FILLER_121_1077,VGND,li1,502.3200,342.7200,0.000105
FILLER_121_1065,VGND,li1,498.1800,342.7200,0.000103
FILLER_121_1021,VGND,li1,475.4100,342.7200,0.000165
FILLER_121_1009,VGND,li1,472.4200,342.7200,0.000180
FILLER_121_1005,VGND,li1,468.5100,342.7200,0.000200
FILLER_121_997,VGND,li1,465.9800,342.7200,0.000215
FILLER_121_985,VGND,li1,459.3100,342.7200,0.000242
FILLER_121_951,VGND,li1,443.2100,342.7200,0.000299
FILLER_121_943,VGND,li1,441.1400,342.7200,0.000305
FILLER_121_931,VGND,li1,436.5400,342.7200,0.000318
FILLER_121_923,VGND,li1,430.5600,342.7200,0.000335
FILLER_121_909,VGND,li1,425.0400,342.7200,0.000353
FILLER_121_897,VGND,li1,420.9000,342.7200,0.000361
FILLER_121_894,VGND,li1,417.2200,342.7200,0.000371
FILLER_121_886,VGND,li1,414.9200,342.7200,0.000378
FILLER_121_862,VGND,li1,403.8800,342.7200,0.000395
FILLER_121_853,VGND,li1,398.1300,342.7200,0.000392
FILLER_121_849,VGND,li1,396.9800,342.7200,0.000391
FILLER_121_839,VGND,li1,391.6900,342.7200,0.000389
FILLER_121_812,VGND,li1,379.2700,342.7200,0.000382
FILLER_121_804,VGND,li1,377.2000,342.7200,0.000380
FILLER_121_781,VGND,li1,365.4700,342.7200,0.000346
FILLER_121_773,VGND,li1,362.9400,342.7200,0.000335
FILLER_121_763,VGND,li1,356.9600,342.7200,0.000308
FILLER_121_755,VGND,li1,353.2800,342.7200,0.000288
FILLER_121_737,VGND,li1,347.3000,342.7200,0.000258
FILLER_121_726,VGND,li1,339.9400,342.7200,0.000228
FILLER_121_713,VGND,li1,334.4200,342.7200,0.000199
FILLER_121_687,VGND,li1,323.3800,342.7200,0.000213
FILLER_121_669,VGND,li1,313.9500,342.7200,0.000261
FILLER_121_658,VGND,li1,308.6600,342.7200,0.000287
FILLER_121_612,VGND,li1,287.9600,342.7200,0.000361
FILLER_121_578,VGND,li1,271.6300,342.7200,0.000390
FILLER_121_561,VGND,li1,263.8100,342.7200,0.000382
FILLER_121_534,VGND,li1,251.8500,342.7200,0.000362
FILLER_121_522,VGND,li1,248.4000,342.7200,0.000358
FILLER_121_505,VGND,li1,238.2800,342.7200,0.000333
FILLER_121_501,VGND,li1,236.6700,342.7200,0.000333
FILLER_121_466,VGND,li1,220.3400,342.7200,0.000282
FILLER_121_429,VGND,li1,203.5500,342.7200,0.000222
FILLER_121_417,VGND,li1,198.2600,342.7200,0.000200
FILLER_121_349,VGND,li1,166.5200,342.7200,0.000143
FILLER_121_337,VGND,li1,163.3000,342.7200,0.000156
FILLER_121_335,VGND,li1,159.8500,342.7200,0.000170
FILLER_121_331,VGND,li1,158.7000,342.7200,0.000178
FILLER_121_310,VGND,li1,148.3500,342.7200,0.000216
FILLER_121_306,VGND,li1,147.2000,342.7200,0.000216
FILLER_121_262,VGND,li1,126.5000,342.7200,0.000268
FILLER_121_225,VGND,li1,111.7800,342.7200,0.000285
FILLER_121_220,VGND,li1,107.6400,342.7200,0.000287
FILLER_121_192,VGND,li1,94.7600,342.7200,0.000286
FILLER_121_151,VGND,li1,75.2100,342.7200,0.000255
FILLER_121_147,VGND,li1,74.0600,342.7200,0.000255
FILLER_121_120,VGND,li1,61.1800,342.7200,0.000222
FILLER_121_110,VGND,li1,56.5800,342.7200,0.000205
FILLER_121_71,VGND,li1,39.1000,342.7200,0.000139
FILLER_121_63,VGND,li1,34.7300,342.7200,0.000119
FILLER_121_57,VGND,li1,33.1200,342.7200,0.000105
FILLER_121_50,VGND,li1,29.9000,342.7200,0.000095
FILLER_121_32,VGND,li1,20.4700,342.7200,0.000077
FILLER_121_20,VGND,li1,17.4800,342.7200,0.000081
FILLER_121_3,VGND,li1,7.1300,342.7200,0.000088
FILLER_120_1085,VGND,li1,505.3100,337.2800,0.000068
FILLER_120_1057,VGND,li1,492.4300,337.2800,0.000060
FILLER_120_1045,VGND,li1,488.9800,337.2800,0.000055
FILLER_120_1035,VGND,li1,481.8500,337.2800,0.000064
FILLER_120_1031,VGND,li1,480.7000,337.2800,0.000064
FILLER_120_1024,VGND,li1,477.0200,337.2800,0.000078
FILLER_120_1012,VGND,li1,473.8000,337.2800,0.000094
FILLER_120_1000,VGND,li1,468.2800,337.2800,0.000111
FILLER_120_988,VGND,li1,462.7600,337.2800,0.000132
FILLER_120_976,VGND,li1,455.4000,337.2800,0.000158
FILLER_120_965,VGND,li1,449.8800,337.2800,0.000175
FILLER_120_943,VGND,li1,440.2200,337.2800,0.000202
FILLER_120_923,VGND,li1,430.3300,337.2800,0.000226
FILLER_120_906,VGND,li1,422.7400,337.2800,0.000236
FILLER_120_894,VGND,li1,417.4500,337.2800,0.000242
FILLER_120_875,VGND,li1,408.2500,337.2800,0.000255
FILLER_120_869,VGND,li1,406.6400,337.2800,0.000255
FILLER_120_865,VGND,li1,404.1100,337.2800,0.000256
FILLER_120_813,VGND,li1,379.7300,337.2800,0.000253
FILLER_120_765,VGND,li1,358.1100,337.2800,0.000210
FILLER_120_745,VGND,li1,348.9100,337.2800,0.000183
FILLER_120_737,VGND,li1,346.3800,337.2800,0.000175
FILLER_120_728,VGND,li1,340.6300,337.2800,0.000156
FILLER_120_710,VGND,li1,332.5800,337.2800,0.000132
FILLER_120_691,VGND,li1,323.6100,337.2800,0.000210
FILLER_120_679,VGND,li1,318.7800,337.2800,0.000253
FILLER_120_662,VGND,li1,310.7300,337.2800,0.000322
FILLER_120_643,VGND,li1,301.5300,337.2800,0.000396
FILLER_120_639,VGND,li1,300.3800,337.2800,0.000415
FILLER_120_613,VGND,li1,287.7300,337.2800,0.000469
FILLER_120_584,VGND,li1,274.3900,337.2800,0.000519
FILLER_120_533,VGND,li1,252.5400,337.2800,0.000559
FILLER_120_529,VGND,li1,249.5500,337.2800,0.000562
FILLER_120_510,VGND,li1,241.5000,337.2800,0.000550
FILLER_120_458,VGND,li1,216.6600,337.2800,0.000461
FILLER_120_450,VGND,li1,214.3600,337.2800,0.000444
FILLER_120_412,VGND,li1,196.8800,337.2800,0.000298
FILLER_120_400,VGND,li1,192.2800,337.2800,0.000263
FILLER_120_373,VGND,li1,178.0200,337.2800,0.000144
FILLER_120_360,VGND,li1,172.0400,337.2800,0.000176
FILLER_120_309,VGND,li1,148.1200,337.2800,0.000277
FILLER_120_305,VGND,li1,146.5100,337.2800,0.000283
FILLER_120_287,VGND,li1,138.0000,337.2800,0.000304
FILLER_120_274,VGND,li1,132.4800,337.2800,0.000314
FILLER_120_262,VGND,li1,128.8000,337.2800,0.000324
FILLER_120_250,VGND,li1,120.9800,337.2800,0.000336
FILLER_120_235,VGND,li1,115.4600,337.2800,0.000345
FILLER_120_221,VGND,li1,108.5600,337.2800,0.000331
FILLER_120_209,VGND,li1,104.4200,337.2800,0.000322
FILLER_120_193,VGND,li1,94.9900,337.2800,0.000300
FILLER_120_185,VGND,li1,92.4600,337.2800,0.000294
FILLER_120_149,VGND,li1,74.7500,337.2800,0.000250
FILLER_120_109,VGND,li1,57.0400,337.2800,0.000186
FILLER_120_76,VGND,li1,42.3200,337.2800,0.000126
FILLER_120_65,VGND,li1,36.8000,337.2800,0.000093
FILLER_120_53,VGND,li1,32.6600,337.2800,0.000081
FILLER_120_41,VGND,li1,27.1400,337.2800,0.000056
FILLER_120_29,VGND,li1,21.6200,337.2800,0.000047
FILLER_120_22,VGND,li1,17.0200,337.2800,0.000047
FILLER_120_10,VGND,li1,12.8800,337.2800,0.000047
FILLER_119_1089,VGND,li1,507.1500,337.2800,0.000068
FILLER_119_1063,VGND,li1,494.7300,337.2800,0.000063
FILLER_119_1055,VGND,li1,492.6600,337.2800,0.000060
FILLER_119_1043,VGND,li1,488.0600,337.2800,0.000055
FILLER_119_1031,VGND,li1,482.5400,337.2800,0.000057
FILLER_119_1019,VGND,li1,477.0200,337.2800,0.000078
FILLER_119_1009,VGND,li1,470.5800,337.2800,0.000102
FILLER_119_996,VGND,li1,466.4400,337.2800,0.000118
FILLER_119_977,VGND,li1,455.4000,337.2800,0.000158
FILLER_119_934,VGND,li1,435.6200,337.2800,0.000213
FILLER_119_901,VGND,li1,420.2100,337.2800,0.000239
FILLER_119_897,VGND,li1,419.0600,337.2800,0.000242
FILLER_119_890,VGND,li1,416.3000,337.2800,0.000245
FILLER_119_839,VGND,li1,391.6900,337.2800,0.000261
FILLER_119_835,VGND,li1,390.5400,337.2800,0.000261
FILLER_119_785,VGND,li1,366.8500,337.2800,0.000230
FILLER_119_783,VGND,li1,365.9300,337.2800,0.000230
FILLER_119_764,VGND,li1,357.1900,337.2800,0.000203
FILLER_119_760,VGND,li1,356.0400,337.2800,0.000203
FILLER_119_743,VGND,li1,347.5300,337.2800,0.000175
FILLER_119_737,VGND,li1,345.9200,337.2800,0.000175
FILLER_119_724,VGND,li1,339.4800,337.2800,0.000156
FILLER_119_691,VGND,li1,323.6100,337.2800,0.000210
FILLER_119_673,VGND,li1,315.7900,337.2800,0.000276
FILLER_119_671,VGND,li1,314.4100,337.2800,0.000297
FILLER_119_667,VGND,li1,313.2600,337.2800,0.000297
FILLER_119_656,VGND,li1,307.7400,337.2800,0.000344
FILLER_119_613,VGND,li1,288.1900,337.2800,0.000469
FILLER_119_601,VGND,li1,284.7400,337.2800,0.000480
FILLER_119_570,VGND,li1,269.1000,337.2800,0.000529
FILLER_119_548,VGND,li1,258.2900,337.2800,0.000552
FILLER_119_502,VGND,li1,236.9000,337.2800,0.000538
FILLER_119_494,VGND,li1,234.6000,337.2800,0.000532
FILLER_119_457,VGND,li1,216.2000,337.2800,0.000461
FILLER_119_449,VGND,li1,213.9000,337.2800,0.000444
FILLER_119_440,VGND,li1,209.7600,337.2800,0.000406
FILLER_119_431,VGND,li1,204.4700,337.2800,0.000364
FILLER_119_409,VGND,li1,194.1200,337.2800,0.000282
FILLER_119_381,VGND,li1,181.2400,337.2800,0.000173
FILLER_119_337,VGND,li1,161.2300,337.2800,0.000229
FILLER_119_325,VGND,li1,155.9400,337.2800,0.000248
FILLER_119_308,VGND,li1,147.4300,337.2800,0.000283
FILLER_119_304,VGND,li1,146.2800,337.2800,0.000283
FILLER_119_287,VGND,li1,137.7700,337.2800,0.000304
FILLER_119_281,VGND,li1,136.1600,337.2800,0.000310
FILLER_119_271,VGND,li1,130.4100,337.2800,0.000318
FILLER_119_259,VGND,li1,127.4200,337.2800,0.000324
FILLER_119_242,VGND,li1,117.0700,337.2800,0.000341
FILLER_119_225,VGND,li1,110.4000,337.2800,0.000336
FILLER_119_223,VGND,li1,108.3300,337.2800,0.000331
FILLER_119_215,VGND,li1,106.2600,337.2800,0.000326
FILLER_119_203,VGND,li1,101.6600,337.2800,0.000313
FILLER_119_189,VGND,li1,93.8400,337.2800,0.000294
FILLER_119_177,VGND,li1,89.7000,337.2800,0.000285
FILLER_119_167,VGND,li1,82.5700,337.2800,0.000271
FILLER_119_157,VGND,li1,77.9700,337.2800,0.000256
FILLER_119_153,VGND,li1,76.8200,337.2800,0.000256
FILLER_119_141,VGND,li1,73.1400,337.2800,0.000243
FILLER_119_113,VGND,li1,58.4200,337.2800,0.000195
FILLER_119_108,VGND,li1,56.1200,337.2800,0.000186
FILLER_119_97,VGND,li1,51.0600,337.2800,0.000165
FILLER_119_85,VGND,li1,45.3100,337.2800,0.000136
FILLER_119_57,VGND,li1,32.4300,337.2800,0.000081
FILLER_119_55,VGND,li1,31.0500,337.2800,0.000069
FILLER_119_51,VGND,li1,29.9000,337.2800,0.000069
FILLER_119_32,VGND,li1,20.7000,337.2800,0.000047
FILLER_119_24,VGND,li1,18.4000,337.2800,0.000047
FILLER_119_12,VGND,li1,13.8000,337.2800,0.000047
FILLER_118_1091,VGND,li1,507.6100,331.8400,0.000062
FILLER_118_1070,VGND,li1,497.9500,331.8400,0.000062
FILLER_118_1062,VGND,li1,495.8800,331.8400,0.000060
FILLER_118_1050,VGND,li1,491.2800,331.8400,0.000058
FILLER_118_1043,VGND,li1,485.5300,331.8400,0.000064
FILLER_118_1035,VGND,li1,481.8500,331.8400,0.000082
FILLER_118_1029,VGND,li1,480.2400,331.8400,0.000082
FILLER_118_1022,VGND,li1,475.8700,331.8400,0.000109
FILLER_118_1018,VGND,li1,474.7200,331.8400,0.000109
FILLER_118_974,VGND,li1,454.9400,331.8400,0.000197
FILLER_118_922,VGND,li1,430.1000,331.8400,0.000274
FILLER_118_904,VGND,li1,421.8200,331.8400,0.000289
FILLER_118_885,VGND,li1,413.3100,331.8400,0.000295
FILLER_118_865,VGND,li1,404.1100,331.8400,0.000296
FILLER_118_841,VGND,li1,392.6100,331.8400,0.000292
FILLER_118_829,VGND,li1,389.6200,331.8400,0.000290
FILLER_118_811,VGND,li1,378.8100,331.8400,0.000277
FILLER_118_726,VGND,li1,340.8600,331.8400,0.000181
FILLER_118_699,VGND,li1,327.2900,331.8400,0.000195
FILLER_118_695,VGND,li1,326.1400,331.8400,0.000195
FILLER_118_669,VGND,li1,313.4900,331.8400,0.000318
FILLER_118_665,VGND,li1,312.3400,331.8400,0.000318
FILLER_118_640,VGND,li1,300.8400,331.8400,0.000380
FILLER_118_623,VGND,li1,292.5600,331.8400,0.000397
FILLER_118_613,VGND,li1,288.4200,331.8400,0.000406
FILLER_118_601,VGND,li1,284.7400,331.8400,0.000413
FILLER_118_589,VGND,li1,279.2200,331.8400,0.000425
FILLER_118_586,VGND,li1,275.5400,331.8400,0.000432
FILLER_118_578,VGND,li1,273.2400,331.8400,0.000437
FILLER_118_564,VGND,li1,266.3400,331.8400,0.000455
FILLER_118_494,VGND,li1,232.9900,331.8400,0.000490
FILLER_118_473,VGND,li1,223.7900,331.8400,0.000490
FILLER_118_465,VGND,li1,221.2600,331.8400,0.000490
FILLER_118_434,VGND,li1,205.3900,331.8400,0.000405
FILLER_118_430,VGND,li1,204.2400,331.8400,0.000405
FILLER_118_401,VGND,li1,190.6700,331.8400,0.000302
FILLER_118_354,VGND,li1,168.5900,331.8400,0.000218
FILLER_118_337,VGND,li1,160.7700,331.8400,0.000238
FILLER_118_329,VGND,li1,158.7000,331.8400,0.000241
FILLER_118_317,VGND,li1,154.1000,331.8400,0.000250
FILLER_118_307,VGND,li1,146.9700,331.8400,0.000262
FILLER_118_303,VGND,li1,145.8200,331.8400,0.000266
FILLER_118_293,VGND,li1,140.5300,331.8400,0.000272
FILLER_118_276,VGND,li1,133.1700,331.8400,0.000281
FILLER_118_251,VGND,li1,121.2100,331.8400,0.000294
FILLER_118_245,VGND,li1,119.6000,331.8400,0.000294
FILLER_118_234,VGND,li1,113.6200,331.8400,0.000297
FILLER_118_214,VGND,li1,104.4200,331.8400,0.000297
FILLER_118_206,VGND,li1,102.1200,331.8400,0.000296
FILLER_118_197,VGND,li1,96.3700,331.8400,0.000293
FILLER_118_193,VGND,li1,94.9900,331.8400,0.000292
FILLER_118_184,VGND,li1,90.3900,331.8400,0.000290
FILLER_118_178,VGND,li1,88.7800,331.8400,0.000289
FILLER_118_166,VGND,li1,84.6400,331.8400,0.000284
FILLER_118_152,VGND,li1,77.2800,331.8400,0.000276
FILLER_118_145,VGND,li1,72.4500,331.8400,0.000269
FILLER_118_141,VGND,li1,71.3000,331.8400,0.000266
FILLER_118_139,VGND,li1,69.6900,331.8400,0.000266
FILLER_118_135,VGND,li1,68.5400,331.8400,0.000263
FILLER_118_123,VGND,li1,64.8600,331.8400,0.000256
FILLER_118_114,VGND,li1,58.1900,331.8400,0.000247
FILLER_118_106,VGND,li1,56.1200,331.8400,0.000244
FILLER_118_85,VGND,li1,45.3100,331.8400,0.000212
FILLER_118_80,VGND,li1,43.2400,331.8400,0.000200
FILLER_118_54,VGND,li1,30.5900,331.8400,0.000121
FILLER_118_27,VGND,li1,18.1700,331.8400,0.000087
FILLER_118_15,VGND,li1,15.1800,331.8400,0.000087
FILLER_118_3,VGND,li1,9.6600,331.8400,0.000087
FILLER_117_1086,VGND,li1,505.5400,331.8400,0.000062
FILLER_117_1063,VGND,li1,494.7300,331.8400,0.000060
FILLER_117_1051,VGND,li1,491.7400,331.8400,0.000058
FILLER_117_1039,VGND,li1,486.2200,331.8400,0.000054
FILLER_117_1019,VGND,li1,474.4900,331.8400,0.000109
FILLER_117_1015,VGND,li1,473.3400,331.8400,0.000118
FILLER_117_1000,VGND,li1,465.7500,331.8400,0.000157
FILLER_117_994,VGND,li1,464.1400,331.8400,0.000157
FILLER_117_987,VGND,li1,460.0000,331.8400,0.000176
FILLER_117_968,VGND,li1,451.4900,331.8400,0.000209
FILLER_117_926,VGND,li1,431.7100,331.8400,0.000274
FILLER_117_922,VGND,li1,430.5600,331.8400,0.000274
FILLER_117_892,VGND,li1,416.7600,331.8400,0.000293
FILLER_117_880,VGND,li1,413.0800,331.8400,0.000295
FILLER_117_865,VGND,li1,404.8000,331.8400,0.000296
FILLER_117_853,VGND,li1,400.6600,331.8400,0.000295
FILLER_117_841,VGND,li1,395.1400,331.8400,0.000294
FILLER_117_834,VGND,li1,390.5400,331.8400,0.000290
FILLER_117_809,VGND,li1,377.8900,331.8400,0.000277
FILLER_117_781,VGND,li1,365.4700,331.8400,0.000256
FILLER_117_733,VGND,li1,342.9300,331.8400,0.000190
FILLER_117_729,VGND,li1,341.7800,331.8400,0.000181
FILLER_117_720,VGND,li1,336.9500,331.8400,0.000160
FILLER_117_716,VGND,li1,335.8000,331.8400,0.000160
FILLER_117_698,VGND,li1,326.8300,331.8400,0.000195
FILLER_117_673,VGND,li1,315.3300,331.8400,0.000297
FILLER_117_643,VGND,li1,302.2200,331.8400,0.000375
FILLER_117_635,VGND,li1,297.8500,331.8400,0.000387
FILLER_117_631,VGND,li1,296.7000,331.8400,0.000387
FILLER_117_613,VGND,li1,288.1900,331.8400,0.000406
FILLER_117_601,VGND,li1,282.6700,331.8400,0.000417
FILLER_117_593,VGND,li1,280.1400,331.8400,0.000425
FILLER_117_587,VGND,li1,275.7700,331.8400,0.000432
FILLER_117_579,VGND,li1,273.7000,331.8400,0.000437
FILLER_117_567,VGND,li1,269.1000,331.8400,0.000446
FILLER_117_558,VGND,li1,262.6600,331.8400,0.000459
FILLER_117_551,VGND,li1,259.2100,331.8400,0.000466
FILLER_117_547,VGND,li1,258.0600,331.8400,0.000469
FILLER_117_505,VGND,li1,238.0500,331.8400,0.000490
FILLER_117_493,VGND,li1,233.2200,331.8400,0.000490
FILLER_117_485,VGND,li1,228.8500,331.8400,0.000490
FILLER_117_481,VGND,li1,227.7000,331.8400,0.000490
FILLER_117_469,VGND,li1,224.0200,331.8400,0.000490
FILLER_117_408,VGND,li1,193.4300,331.8400,0.000325
FILLER_117_402,VGND,li1,191.8200,331.8400,0.000302
FILLER_117_389,VGND,li1,185.1500,331.8400,0.000255
FILLER_117_362,VGND,li1,172.9600,331.8400,0.000205
FILLER_117_335,VGND,li1,159.8500,331.8400,0.000241
FILLER_117_331,VGND,li1,158.7000,331.8400,0.000241
FILLER_117_319,VGND,li1,155.0200,331.8400,0.000250
FILLER_117_306,VGND,li1,146.9700,331.8400,0.000262
FILLER_117_297,VGND,li1,142.3700,331.8400,0.000269
FILLER_117_281,VGND,li1,135.2400,331.8400,0.000279
FILLER_117_225,VGND,li1,110.4000,331.8400,0.000297
FILLER_117_198,VGND,li1,97.0600,331.8400,0.000293
FILLER_117_188,VGND,li1,92.2300,331.8400,0.000291
FILLER_117_169,VGND,li1,83.9500,331.8400,0.000284
FILLER_117_165,VGND,li1,82.1100,331.8400,0.000282
FILLER_117_154,VGND,li1,77.0500,331.8400,0.000276
FILLER_117_130,VGND,li1,65.5500,331.8400,0.000259
FILLER_117_110,VGND,li1,56.5800,331.8400,0.000244
FILLER_117_82,VGND,li1,44.1600,331.8400,0.000200
FILLER_117_73,VGND,li1,39.3300,331.8400,0.000177
FILLER_117_54,VGND,li1,30.8200,331.8400,0.000121
FILLER_117_43,VGND,li1,25.9900,331.8400,0.000082
FILLER_117_24,VGND,li1,17.2500,331.8400,0.000087
FILLER_117_16,VGND,li1,14.7200,331.8400,0.000087
FILLER_117_6,VGND,li1,9.2000,331.8400,0.000087
FILLER_116_1087,VGND,li1,505.7700,326.4000,0.000054
FILLER_116_1079,VGND,li1,503.7000,326.4000,0.000054
FILLER_116_1063,VGND,li1,495.1900,326.4000,0.000052
FILLER_116_1051,VGND,li1,491.7400,326.4000,0.000052
FILLER_116_1037,VGND,li1,483.0000,326.4000,0.000067
FILLER_116_1033,VGND,li1,481.3900,326.4000,0.000067
FILLER_116_1024,VGND,li1,477.2500,326.4000,0.000089
FILLER_116_1012,VGND,li1,473.8000,326.4000,0.000111
FILLER_116_989,VGND,li1,460.6900,326.4000,0.000167
FILLER_116_981,VGND,li1,458.6200,326.4000,0.000177
FILLER_116_979,VGND,li1,456.0900,326.4000,0.000189
FILLER_116_971,VGND,li1,454.0200,326.4000,0.000202
FILLER_116_959,VGND,li1,446.8900,326.4000,0.000233
FILLER_116_951,VGND,li1,444.8200,326.4000,0.000242
FILLER_116_935,VGND,li1,435.8500,326.4000,0.000275
FILLER_116_931,VGND,li1,434.7000,326.4000,0.000275
FILLER_116_920,VGND,li1,429.6400,326.4000,0.000292
FILLER_116_895,VGND,li1,417.4500,326.4000,0.000298
FILLER_116_877,VGND,li1,409.4000,326.4000,0.000296
FILLER_116_855,VGND,li1,400.2000,326.4000,0.000289
FILLER_116_843,VGND,li1,396.0600,326.4000,0.000283
FILLER_116_819,VGND,li1,382.9500,326.4000,0.000263
FILLER_116_811,VGND,li1,378.8100,326.4000,0.000257
FILLER_116_807,VGND,li1,377.6600,326.4000,0.000257
FILLER_116_780,VGND,li1,366.1600,326.4000,0.000236
FILLER_116_772,VGND,li1,360.8700,326.4000,0.000225
FILLER_116_766,VGND,li1,359.2600,326.4000,0.000225
FILLER_116_750,VGND,li1,351.9000,326.4000,0.000211
FILLER_116_740,VGND,li1,346.1500,326.4000,0.000200
FILLER_116_734,VGND,li1,344.5400,326.4000,0.000200
FILLER_116_713,VGND,li1,333.7300,326.4000,0.000148
FILLER_116_701,VGND,li1,330.7400,326.4000,0.000124
FILLER_116_698,VGND,li1,327.0600,326.4000,0.000137
FILLER_116_682,VGND,li1,319.7000,326.4000,0.000164
FILLER_116_640,VGND,li1,300.8400,326.4000,0.000223
FILLER_116_628,VGND,li1,295.3200,326.4000,0.000232
FILLER_116_597,VGND,li1,280.3700,326.4000,0.000256
FILLER_116_587,VGND,li1,275.7700,326.4000,0.000259
FILLER_116_583,VGND,li1,274.6200,326.4000,0.000259
FILLER_116_573,VGND,li1,269.3300,326.4000,0.000262
FILLER_116_569,VGND,li1,268.1800,326.4000,0.000263
FILLER_116_545,VGND,li1,256.4500,326.4000,0.000260
FILLER_116_533,VGND,li1,253.4600,326.4000,0.000256
FILLER_116_528,VGND,li1,249.3200,326.4000,0.000254
FILLER_116_503,VGND,li1,237.1300,326.4000,0.000240
FILLER_116_499,VGND,li1,235.9800,326.4000,0.000240
FILLER_116_481,VGND,li1,227.0100,326.4000,0.000227
FILLER_116_477,VGND,li1,225.8600,326.4000,0.000227
FILLER_116_475,VGND,li1,224.2500,326.4000,0.000223
FILLER_116_430,VGND,li1,204.0100,326.4000,0.000187
FILLER_116_419,VGND,li1,198.4900,326.4000,0.000170
FILLER_116_413,VGND,li1,196.8800,326.4000,0.000170
FILLER_116_401,VGND,li1,192.7400,326.4000,0.000159
FILLER_116_389,VGND,li1,187.2200,326.4000,0.000141
FILLER_116_377,VGND,li1,181.7000,326.4000,0.000125
FILLER_116_365,VGND,li1,173.6500,326.4000,0.000154
FILLER_116_356,VGND,li1,171.1200,326.4000,0.000166
FILLER_116_347,VGND,li1,165.3700,326.4000,0.000197
FILLER_116_341,VGND,li1,163.7600,326.4000,0.000213
FILLER_116_321,VGND,li1,153.8700,326.4000,0.000261
FILLER_116_296,VGND,li1,142.3700,326.4000,0.000314
FILLER_116_287,VGND,li1,137.7700,326.4000,0.000337
FILLER_116_283,VGND,li1,136.6200,326.4000,0.000337
FILLER_116_273,VGND,li1,131.3300,326.4000,0.000362
FILLER_116_253,VGND,li1,122.8200,326.4000,0.000391
FILLER_116_251,VGND,li1,121.2100,326.4000,0.000397
FILLER_116_245,VGND,li1,119.6000,326.4000,0.000397
FILLER_116_226,VGND,li1,110.1700,326.4000,0.000423
FILLER_116_206,VGND,li1,101.2000,326.4000,0.000442
FILLER_116_179,VGND,li1,88.0900,326.4000,0.000459
FILLER_116_159,VGND,li1,79.5800,326.4000,0.000462
FILLER_116_107,VGND,li1,56.1200,326.4000,0.000382
FILLER_116_85,VGND,li1,45.3100,326.4000,0.000281
FILLER_116_74,VGND,li1,40.0200,326.4000,0.000241
FILLER_116_66,VGND,li1,37.7200,326.4000,0.000212
FILLER_116_50,VGND,li1,28.7500,326.4000,0.000140
FILLER_116_41,VGND,li1,24.8400,326.4000,0.000096
FILLER_116_29,VGND,li1,21.6200,326.4000,0.000098
FILLER_116_26,VGND,li1,17.9400,326.4000,0.000100
FILLER_115_1085,VGND,li1,505.3100,326.4000,0.000054
FILLER_115_1077,VGND,li1,501.6300,326.4000,0.000053
FILLER_115_1065,VGND,li1,498.1800,326.4000,0.000053
FILLER_115_1061,VGND,li1,494.2700,326.4000,0.000052
FILLER_115_1049,VGND,li1,490.8200,326.4000,0.000052
FILLER_115_1041,VGND,li1,484.8400,326.4000,0.000051
FILLER_115_1021,VGND,li1,477.0200,326.4000,0.000089
FILLER_115_1009,VGND,li1,472.4200,326.4000,0.000111
FILLER_115_1005,VGND,li1,468.5100,326.4000,0.000136
FILLER_115_993,VGND,li1,465.0600,326.4000,0.000146
FILLER_115_972,VGND,li1,452.8700,326.4000,0.000202
FILLER_115_960,VGND,li1,449.8800,326.4000,0.000221
FILLER_115_951,VGND,li1,443.2100,326.4000,0.000242
FILLER_115_939,VGND,li1,438.3800,326.4000,0.000263
FILLER_115_923,VGND,li1,430.5600,326.4000,0.000292
FILLER_115_909,VGND,li1,424.3500,326.4000,0.000299
FILLER_115_897,VGND,li1,420.9000,326.4000,0.000298
FILLER_115_895,VGND,li1,417.4500,326.4000,0.000298
FILLER_115_849,VGND,li1,396.5200,326.4000,0.000283
FILLER_115_828,VGND,li1,387.7800,326.4000,0.000272
FILLER_115_817,VGND,li1,381.8000,326.4000,0.000263
FILLER_115_809,VGND,li1,379.5000,326.4000,0.000260
FILLER_115_797,VGND,li1,374.9000,326.4000,0.000253
FILLER_115_785,VGND,li1,369.3800,326.4000,0.000243
FILLER_115_781,VGND,li1,365.4700,326.4000,0.000236
